-6.531497828216458190e-01,-5.298407964900958556e-01,-4.416857813736693172e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-5.747980212281788015e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,-5.298407964900958556e-01,-4.416857813736693172e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-5.747980212281788015e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,-5.298407964900958556e-01,-4.416857813736693172e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-5.747980212281788015e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,-5.298407964900958556e-01,-4.416857813736693172e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-5.747980212281788015e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,9.283858336856304350e-01,1.373998128499851923e+00,1.323922783158752559e+00,1.402493499952836231e+00,-5.747980212281788015e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-1.054667083289421159e-01,5.611388133938022271e-01,2.998101446648719914e+00,1.587488474158565088e+00,1.134600053045337953e+00,2.109078142510806053e+00,3.585734077301121925e+00,2.752384494545103255e+00,1.112535945065232124e+00,1.661102307741511019e+00,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,-5.298407964900958556e-01,-1.620487847806549586e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-3.273825378362010818e-01,1.716206412019144034e+00,2.221561356901425199e+00,2.288504212891429024e+00,2.255804396314671223e+00,2.233059726798668265e+00,2.594644700488406563e+00,1.101731877250359704e+00,-6.597852262614616325e-01,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,-5.298407964900958556e-01,-4.416857813736693172e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-5.747980212281788015e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,3.182293933975463562e-01,-1.764626517253199134e-01,1.938638416541663911e+00,3.349850567519959466e+00,3.117080757755457121e+00,1.358685524605125261e+00,-5.368317066892316358e-01,-5.822453550937387590e-01,-3.681105949988230930e-01
-6.531497828216458190e-01,6.261885385502480306e-01,-4.416857813736693172e-01,-4.848418912704193229e-01,-4.088096831775732132e-01,-3.588330544344021100e-01,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.490153029379569727e-01,-5.370237177869291445e-01,2.216085275903407315e+00,2.934214961652192422e+00,1.948089089942907748e+00,-5.822453550937387590e-01,-3.681105949988230930e-01
-2.834042462827938147e-01,1.788903707844076152e+00,2.418436899475175927e+00,-4.848418912704193229e-01,-4.088096831775732132e-01,5.263554834793879311e-02,-4.550341032770425787e-01,-4.146813395452311202e-01,-5.175438478319811519e-01,-6.130460502921717403e-01,-5.910294271154429291e-01,-5.370237177869291445e-01,-4.854808501135570720e-01,1.569435158413377440e+00,2.605740595696585338e+00,9.713807759576757739e-02,-3.681105949988230930e-01
