5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,3.00,1.82,0.00,0.00
0.00,0.00,0.00,0.00,0.00,4.02,0.00,0.00
0.00,0.00,0.00,0.00,0.00,3.23,1.17,0.00
0.00,0.00,0.00,0.00,0.00,1.50,1.50,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.00
0.00,0.00,0.00,0.00,0.00,0.00,3.04,0.00
0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48
0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.58
0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89
